2023-12-24 20:17:23.285,9128283H1,98-316,99-001,0.0148089
2023-12-24 20:17:24.286,9128283H1,99-115,99-120,0.0088531
2023-12-24 20:17:24.297,9128283H1,99-116,99-121,0.00999887
2023-12-24 20:17:24.310,9128283H1,99-117,99-122,0.0130902
2023-12-24 20:17:24.329,9128283H1,99-120,99-123,0.00895403
2023-12-24 20:17:24.341,9128283H1,99-121,99-12+,0.0149345
2023-12-24 20:17:24.342,9128283H1,99-122,99-125,0.0104865
2023-12-24 20:17:24.362,9128283H1,99-123,99-126,0.00825563
2023-12-24 20:17:24.381,9128283H1,99-12+,99-127,0.0130977
2023-12-24 20:17:24.388,9128283H1,99-125,99-130,0.0123058
2023-12-24 20:17:24.397,9128283H1,99-126,99-131,0.0101228
2023-12-24 20:17:24.402,9128283H1,99-127,99-132,0.0131442
2023-12-24 20:17:24.422,9128283H1,99-130,99-133,0.0119907
2023-12-24 20:17:24.425,9128283H1,99-131,99-13+,0.0146381
2023-12-24 20:17:24.443,9128283H1,99-132,99-135,0.00896644
2023-12-24 20:17:24.455,9128283H1,99-133,99-136,0.00893933
2023-12-24 20:17:24.475,9128283H1,99-13+,99-137,0.00914026
2023-12-24 20:17:24.483,9128283H1,99-135,99-140,0.00957704
2023-12-24 20:17:24.495,9128283H1,99-136,99-141,0.0119921
2023-12-24 20:17:24.501,9128283H1,99-137,99-142,0.0139228
2023-12-24 20:17:24.519,9128283H1,99-140,99-143,0.00979822
2023-12-24 20:17:24.533,9128283H1,99-141,99-14+,0.0129811
2023-12-24 20:17:24.544,9128283H1,99-142,99-145,0.0123746
2023-12-24 20:17:24.556,9128283H1,99-143,99-146,0.00914432
2023-12-24 20:17:24.574,9128283H1,99-14+,99-147,0.0131859
2023-12-24 20:17:24.587,9128283H1,99-145,99-150,0.0110246
2023-12-24 20:17:24.604,9128283H1,99-146,99-151,0.0140344
2023-12-24 20:17:24.613,9128283H1,99-147,99-152,0.00946312
2023-12-24 20:17:24.615,9128283H1,99-150,99-153,0.00916171
2023-12-24 20:17:24.627,9128283H1,99-151,99-15+,0.0130236
2023-12-24 20:17:24.645,9128283H1,99-152,99-155,0.0125468
2023-12-24 20:17:24.647,9128283H1,99-153,99-156,0.0150689
2023-12-24 20:17:24.651,9128283H1,99-15+,99-157,0.00861387
2023-12-24 20:17:24.669,9128283H1,99-155,99-160,0.0103286
2023-12-24 20:17:24.672,9128283H1,99-156,99-161,0.00803304
2023-12-24 20:17:24.689,9128283H1,99-157,99-162,0.0126011
2023-12-24 20:17:24.695,9128283H1,99-160,99-163,0.00782814
2023-12-24 20:17:24.699,9128283H1,99-161,99-16+,0.0118365
2023-12-24 20:17:24.711,9128283H1,99-162,99-165,0.0130322
2023-12-24 20:17:24.719,9128283H1,99-163,99-166,0.0114629
2023-12-24 20:17:24.734,9128283H1,99-16+,99-167,0.00846041
2023-12-24 20:17:24.746,9128283H1,99-165,99-170,0.0104915
2023-12-24 20:17:24.765,9128283H1,99-166,99-171,0.0104572
2023-12-24 20:17:24.776,9128283H1,99-167,99-172,0.00801171
2023-12-24 20:17:24.784,9128283H1,99-170,99-173,0.00947913
2023-12-24 20:17:24.795,9128283H1,99-171,99-17+,0.0121579
2023-12-24 20:17:24.800,9128283H1,99-172,99-175,0.0112529
2023-12-24 20:17:24.809,9128283H1,99-173,99-176,0.00944999
2023-12-24 20:17:24.820,9128283H1,99-17+,99-177,0.0140464
2023-12-24 20:17:24.822,9128283H1,99-175,99-180,0.012596
2023-12-24 20:17:24.840,9128283H1,99-176,99-181,0.0109279
2023-12-24 20:17:24.843,9128283H1,99-177,99-182,0.0116246
2023-12-24 20:17:24.861,9128283H1,99-180,99-183,0.0102041
2023-12-24 20:17:24.876,9128283H1,99-181,99-18+,0.0145845
2023-12-24 20:17:24.882,9128283H1,99-182,99-185,0.0136025
2023-12-24 20:17:24.889,9128283H1,99-183,99-186,0.0126941
2023-12-24 20:17:24.908,9128283H1,99-18+,99-187,0.0154819
2023-12-24 20:17:24.912,9128283H1,99-185,99-190,0.0128825
2023-12-24 20:17:24.924,9128283H1,99-186,99-191,0.00935823
2023-12-24 20:17:24.932,9128283H1,99-187,99-192,0.01058
2023-12-24 20:17:24.943,9128283H1,99-190,99-193,0.0153518
2023-12-24 20:17:24.946,9128283H1,99-191,99-19+,0.0133427
2023-12-24 20:17:24.952,9128283H1,99-192,99-195,0.0115382
2023-12-24 20:17:24.967,9128283H1,99-193,99-196,0.0097388
2023-12-24 20:17:24.985,9128283H1,99-19+,99-197,0.0084371
2023-12-24 20:17:24.987,9128283H1,99-195,99-200,0.00942696
2023-12-24 20:17:24.991,9128283H1,99-196,99-201,0.0148993
2023-12-24 20:17:24.995,9128283H1,99-197,99-202,0.0115531
2023-12-24 20:17:25.015,9128283H1,99-200,99-203,0.01014
2023-12-24 20:17:25.023,9128283H1,99-201,99-20+,0.0133333
2023-12-24 20:17:25.026,9128283H1,99-202,99-205,0.0153382
2023-12-24 20:17:25.042,9128283H1,99-203,99-206,0.0148854
2023-12-24 20:17:25.056,9128283H1,99-20+,99-207,0.0129865
2023-12-24 20:17:25.065,9128283H1,99-205,99-210,0.0143378
2023-12-24 20:17:25.073,9128283H1,99-206,99-211,0.0118969
2023-12-24 20:17:25.082,9128283H1,99-207,99-212,0.0111396
2023-12-24 20:17:25.100,9128283H1,99-210,99-213,0.0137713
2023-12-24 20:17:25.105,9128283H1,99-211,99-21+,0.0118831
2023-12-24 20:17:25.119,9128283H1,99-212,99-215,0.0100983
2023-12-24 20:17:25.128,9128283H1,99-213,99-216,0.0098158
2023-12-24 20:17:25.140,9128283H1,99-21+,99-217,0.00958744
2023-12-24 20:17:25.155,9128283H1,99-215,99-220,0.0120047
2023-12-24 20:17:25.174,9128283H1,99-216,99-221,0.00803947
2023-12-24 20:17:25.175,9128283H1,99-217,99-222,0.0105061
2023-12-24 20:17:25.185,9128283H1,99-220,99-223,0.0134309
2023-12-24 20:17:25.203,9128283H1,99-221,99-22+,0.0151163
2023-12-24 20:17:25.212,9128283H1,99-222,99-225,0.0120931
2023-12-24 20:17:25.217,9128283H1,99-223,99-226,0.0106797
2023-12-24 20:17:25.232,9128283H1,99-22+,99-227,0.0142483
2023-12-24 20:17:25.251,9128283H1,99-225,99-230,0.0141025
2023-12-24 20:17:25.271,9128283H1,99-226,99-231,0.014747
2023-12-24 20:17:25.282,9128283H1,99-227,99-232,0.00811082
2023-12-24 20:17:25.301,9128283H1,99-230,99-233,0.00809647
2023-12-24 20:17:25.304,9128283H1,99-231,99-23+,0.014835
2023-12-24 20:17:25.314,9128283H1,99-232,99-235,0.0115304
2023-12-24 20:17:25.326,9128283H1,99-233,99-236,0.015429
2023-12-24 20:17:25.328,9128283H1,99-23+,99-237,0.0112858
2023-12-24 20:17:25.330,9128283H1,99-235,99-240,0.0129813
2023-12-24 20:17:25.335,9128283H1,99-236,99-241,0.0102881
2023-12-24 20:17:25.351,9128283H1,99-237,99-242,0.0119069
2023-12-24 20:17:25.352,9128283H1,99-240,99-243,0.0132474
2023-12-24 20:17:25.367,9128283H1,99-241,99-24+,0.00919299
2023-12-24 20:17:25.377,9128283H1,99-242,99-245,0.0133734
2023-12-24 20:17:25.385,9128283H1,99-243,99-246,0.0152975
2023-12-24 20:17:25.393,9128283H1,99-24+,99-247,0.0139634
2023-12-24 20:17:25.402,9128283H1,99-245,99-250,0.00908444
2023-12-24 20:17:25.416,9128283H1,99-246,99-251,0.0085296
2023-12-24 20:17:25.421,9128283H1,99-247,99-252,0.01442
2023-12-24 20:17:25.422,9128283H1,99-250,99-253,0.0110858
2023-12-24 20:17:25.436,9128283H1,99-251,99-25+,0.0151523
2023-12-24 20:17:25.447,9128283H1,99-252,99-255,0.0142551
2023-12-24 20:17:25.452,9128283H1,99-253,99-256,0.0127679
2023-12-24 20:17:25.462,9128283H1,99-25+,99-257,0.00897667
2023-12-24 20:17:25.479,9128283H1,99-255,99-260,0.0133033
2023-12-24 20:17:25.497,9128283H1,99-256,99-261,0.0104486
2023-12-24 20:17:25.509,9128283H1,99-257,99-262,0.0103372
2023-12-24 20:17:25.527,9128283H1,99-260,99-263,0.0119671
2023-12-24 20:17:25.545,9128283H1,99-261,99-26+,0.0106302
2023-12-24 20:17:25.550,9128283H1,99-262,99-265,0.00949288
2023-12-24 20:17:25.570,9128283H1,99-263,99-266,0.00878378
2023-12-24 20:17:25.583,9128283H1,99-26+,99-267,0.0083267
2023-12-24 20:17:25.590,9128283H1,99-265,99-270,0.00972398
2023-12-24 20:17:25.602,9128283H1,99-266,99-271,0.00946293
2023-12-24 20:17:25.611,9128283H1,99-267,99-272,0.0138353
2023-12-24 20:17:25.626,9128283H1,99-270,99-273,0.00828705
2023-12-24 20:17:25.639,9128283H1,99-271,99-27+,0.0119346
2023-12-24 20:17:25.643,9128283H1,99-272,99-275,0.0142664
2023-12-24 20:17:25.644,9128283H1,99-273,99-276,0.0113656
2023-12-24 20:17:25.650,9128283H1,99-27+,99-277,0.0106793
2023-12-24 20:17:25.660,9128283H1,99-275,99-280,0.012686
2023-12-24 20:17:25.671,9128283H1,99-276,99-281,0.00815823
2023-12-24 20:17:25.681,9128283H1,99-277,99-282,0.0145862
2023-12-24 20:17:25.698,9128283H1,99-280,99-283,0.00832177
2023-12-24 20:17:25.710,9128283H1,99-281,99-28+,0.0139273
2023-12-24 20:17:25.729,9128283H1,99-282,99-285,0.0119333
2023-12-24 20:17:25.746,9128283H1,99-283,99-286,0.0115979
2023-12-24 20:17:25.754,9128283H1,99-28+,99-287,0.00975057
2023-12-24 20:17:25.765,9128283H1,99-285,99-290,0.0137786
2023-12-24 20:17:25.767,9128283H1,99-286,99-291,0.010748
2023-12-24 20:17:25.768,9128283H1,99-287,99-292,0.0141337
2023-12-24 20:17:25.771,9128283H1,99-290,99-293,0.0126819
2023-12-24 20:17:25.783,9128283H1,99-291,99-29+,0.0104919
2023-12-24 20:17:25.799,9128283H1,99-292,99-295,0.0136218
2023-12-24 20:17:25.801,9128283H1,99-293,99-296,0.00878346
2023-12-24 20:17:25.814,9128283H1,99-29+,99-297,0.0109952
2023-12-24 20:17:25.832,9128283H1,99-295,99-300,0.0129199
2023-12-24 20:17:25.839,9128283H1,99-296,99-301,0.0101198
2023-12-24 20:17:25.849,9128283H1,99-297,99-302,0.0145791
2023-12-24 20:17:25.854,9128283H1,99-300,99-303,0.0150817
2023-12-24 20:17:25.858,9128283H1,99-301,99-30+,0.0116237
2023-12-24 20:17:25.874,9128283H1,99-302,99-305,0.0146686
2023-12-24 20:17:25.892,9128283H1,99-303,99-306,0.0107792
2023-12-24 20:17:25.897,9128283H1,99-30+,99-307,0.013208
2023-12-24 20:17:25.915,9128283H1,99-305,99-310,0.0121073
2023-12-24 20:17:25.935,9128283H1,99-306,99-311,0.00905828
2023-12-24 20:17:25.946,9128283H1,99-307,99-312,0.0104499
2023-12-24 20:17:25.947,9128283H1,99-310,99-313,0.0135825
2023-12-24 20:17:25.958,9128283H1,99-311,99-31+,0.00976201
2023-12-24 20:17:25.977,9128283H1,99-312,99-315,0.0149371
2023-12-24 20:17:25.989,9128283H1,99-313,99-316,0.0078287
2023-12-24 20:17:25.996,9128283H1,99-31+,99-317,0.014216
2023-12-24 20:17:26.013,9128283H1,99-315,100-000,0.00834226
2023-12-24 20:17:26.018,9128283H1,99-316,100-001,0.0143836
2023-12-24 20:17:26.029,9128283H1,99-317,100-002,0.0106821
2023-12-24 20:17:26.032,9128283H1,100-000,100-003,0.014836
2023-12-24 20:17:26.035,9128283H1,100-001,100-00+,0.0150701
2023-12-24 20:17:26.039,9128283H1,100-002,100-005,0.0142643
2023-12-24 20:17:26.058,9128283H1,100-003,100-006,0.0111578
2023-12-24 20:17:26.063,9128283H1,100-00+,100-007,0.0088935
2023-12-24 20:17:26.075,9128283H1,100-005,100-010,0.00882607
2023-12-24 20:17:26.085,9128283H1,100-006,100-011,0.00903013
2023-12-24 20:17:26.099,9128283H1,100-007,100-012,0.0138631
2023-12-24 20:17:26.119,9128283H1,100-010,100-013,0.00999468
2023-12-24 20:17:26.136,9128283H1,100-011,100-01+,0.01455
2023-12-24 20:17:26.154,9128283H1,100-012,100-015,0.0114181
2023-12-24 20:17:26.163,9128283H1,100-013,100-016,0.0126921
2023-12-24 20:17:26.172,9128283H1,100-01+,100-017,0.0132802
2023-12-24 20:17:26.181,9128283H1,100-015,100-020,0.0125824
2023-12-24 20:17:26.197,9128283H1,100-016,100-021,0.00897208
2023-12-24 20:17:26.208,9128283H1,100-017,100-022,0.0153371
2023-12-24 20:17:26.226,9128283H1,100-020,100-023,0.0116318
2023-12-24 20:17:26.231,9128283H1,100-021,100-02+,0.00952622
2023-12-24 20:17:26.241,9128283H1,100-022,100-025,0.0150628
2023-12-24 20:17:26.260,9128283H1,100-023,100-026,0.0120324
2023-12-24 20:17:26.274,9128283H1,100-02+,100-027,0.00920306
2023-12-24 20:17:26.279,9128283H1,100-025,100-030,0.0142283
2023-12-24 20:17:26.298,9128283H1,100-026,100-031,0.011097
2023-12-24 20:17:26.310,9128283H1,100-027,100-032,0.0129802
2023-12-24 20:17:26.313,9128283H1,100-030,100-033,0.012621
2023-12-24 20:17:26.323,9128283H1,100-031,100-03+,0.0144319
2023-12-24 20:17:26.327,9128283H1,100-032,100-035,0.00851305
2023-12-24 20:17:26.344,9128283H1,100-033,100-036,0.013932
2023-12-24 20:17:26.363,9128283H1,100-03+,100-037,0.011417
2023-12-24 20:17:26.378,9128283H1,100-035,100-040,0.0109994
2023-12-24 20:17:26.392,9128283H1,100-036,100-041,0.0109983
2023-12-24 20:17:26.397,9128283H1,100-037,100-042,0.0131994
2023-12-24 20:17:26.401,9128283H1,100-040,100-043,0.0122214
2023-12-24 20:17:26.418,9128283H1,100-041,100-04+,0.00844041
2023-12-24 20:17:26.420,9128283H1,100-042,100-045,0.0140495
2023-12-24 20:17:26.434,9128283H1,100-043,100-046,0.0106935
2023-12-24 20:17:26.454,9128283H1,100-04+,100-047,0.0143356
2023-12-24 20:17:26.472,9128283H1,100-045,100-050,0.0122504
2023-12-24 20:17:26.489,9128283H1,100-046,100-051,0.0149818
2023-12-24 20:17:26.503,9128283H1,100-047,100-052,0.00821628
2023-12-24 20:17:26.522,9128283H1,100-050,100-053,0.00887724
2023-12-24 20:17:26.542,9128283H1,100-051,100-05+,0.00892844
2023-12-24 20:17:26.543,9128283H1,100-052,100-055,0.0103425
2023-12-24 20:17:26.546,9128283H1,100-053,100-056,0.0112913
2023-12-24 20:17:26.553,9128283H1,100-05+,100-057,0.0105979
2023-12-24 20:17:26.559,9128283H1,100-055,100-060,0.0112062
2023-12-24 20:17:26.566,9128283H1,100-056,100-061,0.0132843
2023-12-24 20:17:26.579,9128283H1,100-057,100-062,0.00933669
2023-12-24 20:17:26.587,9128283H1,100-060,100-063,0.0115328
2023-12-24 20:17:26.602,9128283H1,100-061,100-06+,0.0124298
2023-12-24 20:17:26.608,9128283H1,100-062,100-065,0.0142487
2023-12-24 20:17:26.624,9128283H1,100-063,100-066,0.00974682
2023-12-24 20:17:26.631,9128283H1,100-06+,100-067,0.00898637
2023-12-24 20:17:26.648,9128283H1,100-065,100-070,0.0089994
2023-12-24 20:17:26.666,9128283H1,100-066,100-071,0.00847517
2023-12-24 20:17:26.678,9128283H1,100-067,100-072,0.0114959
2023-12-24 20:17:26.690,9128283H1,100-070,100-073,0.0115518
2023-12-24 20:17:26.699,9128283H1,100-071,100-07+,0.00871387
2023-12-24 20:17:26.718,9128283H1,100-072,100-075,0.00797008
2023-12-24 20:17:26.720,9128283H1,100-073,100-076,0.0131034
2023-12-24 20:17:26.728,9128283H1,100-07+,100-077,0.0109011
2023-12-24 20:17:26.747,9128283H1,100-075,100-080,0.015037
2023-12-24 20:17:26.759,9128283H1,100-076,100-081,0.0127483
2023-12-24 20:17:26.761,9128283H1,100-077,100-082,0.0118137
2023-12-24 20:17:26.776,9128283H1,100-080,100-083,0.00960629
2023-12-24 20:17:26.793,9128283H1,100-081,100-08+,0.0105464
2023-12-24 20:17:26.806,9128283H1,100-082,100-085,0.00808684
2023-12-24 20:17:26.811,9128283H1,100-083,100-086,0.0116464
2023-12-24 20:17:26.827,9128283H1,100-08+,100-087,0.00812771
2023-12-24 20:17:26.833,9128283H1,100-085,100-090,0.00821503
2023-12-24 20:17:26.850,9128283H1,100-086,100-091,0.0136916
2023-12-24 20:17:26.868,9128283H1,100-087,100-092,0.0151039
2023-12-24 20:17:26.884,9128283H1,100-090,100-093,0.00877109
2023-12-24 20:17:26.900,9128283H1,100-091,100-09+,0.00969649
2023-12-24 20:17:26.914,9128283H1,100-092,100-095,0.00944001
2023-12-24 20:17:26.931,9128283H1,100-093,100-096,0.0143713
2023-12-24 20:17:26.948,9128283H1,100-09+,100-097,0.0117434
2023-12-24 20:17:26.960,9128283H1,100-095,100-100,0.0118021
2023-12-24 20:17:26.976,9128283H1,100-096,100-101,0.0129599
2023-12-24 20:17:26.996,9128283H1,100-097,100-102,0.0123399
2023-12-24 20:17:26.998,9128283H1,100-100,100-103,0.00964546
2023-12-24 20:17:27.001,9128283H1,100-101,100-10+,0.0133318
2023-12-24 20:17:27.016,9128283H1,100-102,100-105,0.0117352
2023-12-24 20:17:27.029,9128283H1,100-103,100-106,0.0116001
2023-12-24 20:17:27.032,9128283H1,100-10+,100-107,0.0154909
2023-12-24 20:17:27.051,9128283H1,100-105,100-110,0.0122519
2023-12-24 20:17:27.065,9128283H1,100-106,100-111,0.0110893
2023-12-24 20:17:27.078,9128283H1,100-107,100-112,0.00936089
2023-12-24 20:17:27.098,9128283H1,100-110,100-113,0.00826439
2023-12-24 20:17:27.114,9128283H1,100-111,100-11+,0.0151812
2023-12-24 20:17:27.117,9128283H1,100-112,100-115,0.0150446
2023-12-24 20:17:27.136,9128283H1,100-113,100-116,0.0104644
2023-12-24 20:17:27.148,9128283H1,100-11+,100-117,0.0145419
2023-12-24 20:17:27.155,9128283H1,100-115,100-120,0.00859745
2023-12-24 20:17:27.174,9128283H1,100-116,100-121,0.0150062
2023-12-24 20:17:27.187,9128283H1,100-117,100-122,0.0113264
2023-12-24 20:17:27.188,9128283H1,100-120,100-123,0.0139212
2023-12-24 20:17:27.202,9128283H1,100-121,100-12+,0.0100813
2023-12-24 20:17:27.222,9128283H1,100-122,100-125,0.0131676
2023-12-24 20:17:27.236,9128283H1,100-123,100-126,0.0111911
2023-12-24 20:17:27.255,9128283H1,100-12+,100-127,0.00866438
2023-12-24 20:17:27.263,9128283H1,100-125,100-130,0.00965484
2023-12-24 20:17:27.283,9128283H1,100-126,100-131,0.00844606
2023-12-24 20:17:27.297,9128283H1,100-127,100-132,0.0117425
2023-12-24 20:17:27.311,9128283H1,100-130,100-133,0.0106045
2023-12-24 20:17:27.319,9128283H1,100-131,100-13+,0.0113544
2023-12-24 20:17:27.328,9128283H1,100-132,100-135,0.0122371
2023-12-24 20:17:27.348,9128283H1,100-133,100-136,0.00854743
2023-12-24 20:17:27.355,9128283H1,100-13+,100-137,0.0146231
2023-12-24 20:17:27.370,9128283H1,100-135,100-140,0.0145359
2023-12-24 20:17:27.390,9128283H1,100-136,100-141,0.0146625
2023-12-24 20:17:27.401,9128283H1,100-137,100-142,0.00839006
2023-12-24 20:17:27.402,9128283H1,100-140,100-143,0.00876064
2023-12-24 20:17:27.419,9128283H1,100-141,100-14+,0.00922869
2023-12-24 20:17:27.430,9128283H1,100-142,100-145,0.0151316
2023-12-24 20:17:27.439,9128283H1,100-143,100-146,0.0113514
2023-12-24 20:17:27.443,9128283H1,100-14+,100-147,0.0141878
2023-12-24 20:17:27.447,9128283H1,100-145,100-150,0.00951905
2023-12-24 20:17:27.456,9128283H1,100-146,100-151,0.013947
2023-12-24 20:17:27.461,9128283H1,100-147,100-152,0.0132884
2023-12-24 20:17:27.469,9128283H1,100-150,100-153,0.0149462
2023-12-24 20:17:27.473,9128283H1,100-151,100-15+,0.0116651
2023-12-24 20:17:27.476,9128283H1,100-152,100-155,0.0155925
2023-12-24 20:17:27.477,9128283H1,100-153,100-156,0.0147054
2023-12-24 20:17:27.494,9128283H1,100-15+,100-157,0.0127912
2023-12-24 20:17:27.495,9128283H1,100-155,100-160,0.0130001
2023-12-24 20:17:27.504,9128283H1,100-156,100-161,0.011087
2023-12-24 20:17:27.514,9128283H1,100-157,100-162,0.0136345
2023-12-24 20:17:27.529,9128283H1,100-160,100-163,0.00867592
2023-12-24 20:17:27.538,9128283H1,100-161,100-16+,0.0122171
2023-12-24 20:17:27.550,9128283H1,100-162,100-165,0.0146476
2023-12-24 20:17:27.566,9128283H1,100-163,100-166,0.0136551
2023-12-24 20:17:27.570,9128283H1,100-16+,100-167,0.00810489
2023-12-24 20:17:27.586,9128283H1,100-165,100-170,0.0155658
2023-12-24 20:17:27.597,9128283H1,100-166,100-171,0.00789795
2023-12-24 20:17:27.603,9128283H1,100-167,100-172,0.0086743
2023-12-24 20:17:27.608,9128283H1,100-170,100-173,0.0136984
2023-12-24 20:17:27.620,9128283H1,100-171,100-17+,0.0130194
